pais_id,estado,condado,tipo,camas,poblacion,anho
US,Alaska,anchorage,ICU,0.244782,298225,2019
US,Alaska,anchorage,OTHER,0.191131,298225,2019
US,Alaska,anchorage,PSYCHIATRIC,0.938888,298225,2018
US,Alaska,bethel,ICU,2.060478,17957,2018
US,Alaska,bristol bay,ICU,0,917,2019
US,Alaska,denali,ICU,0,2303,2019
US,Alaska,dillingham,ICU,2.814636,4974,2018
US,Alaska,fairbanks north star,ACUTE,2.169328,100031,2018
US,Alaska,fairbanks north star,ICU,0.12996,100031,2019
US,Alaska,haines,ICU,0,2537,2019
US,Alaska,hoonah-angoon,ICU,0,2146,2019
US,Alaska,juneau,ACUTE,1.757415,32434,2019
US,Alaska,juneau,ICU,0.277487,32434,2019
US,Alaska,kenai peninsula,ACUTE,2.656959,57961,2018
US,Alaska,kenai peninsula,ICU,0.862649,57961,2018
US,Alaska,ketchikan gateway,ICU,3.928701,13745,2018
US,Alaska,kodiak island borough,ICU,0,13773,2019
US,Alaska,kusilvak,ICU,0,8129,2019
US,Alaska,lake and peninsula,ICU,0,1301,2019
US,Alaska,matanuska-susitna,ACUTE,0.731695,101135,2018
US,Alaska,matanuska-susitna,ICU,0.138429,101135,2019
US,Alaska,nome,ACUTE,3.647786,9869,2018
US,Alaska,nome,ICU,0,9869,2019
US,Alaska,north slope borough,ICU,2.04981,9757,2019
US,Alaska,northwest arctic borough,ICU,2.2035,7715,2018
US,Alaska,petersburg borough,ICU,0,3275,2019
US,Alaska,prince of wales-hyder,ICU,0,6473,2019
US,Alaska,sitka borough,ICU,0,8810,2019
US,Alaska,skagway municipality,ICU,0,1038,2019
US,Alaska,southeast fairbanks ,ICU,0,6889,2019
US,Alaska,valdez-cordova ,ICU,0,9439,2019
US,Alaska,wrangell city and borough,ICU,0,2475,2019
US,Alaska,yakutat city and borough,ICU,0,682,2019
US,Alaska,yukon-koyukuk,ICU,0,5453,2019
US,Alabama,autauga,ACUTE,1.544444,55036,2018
US,Alabama,autauga,ICU,0.10902,55036,2019
US,Alabama,baldwin,ACUTE,1.632573,203360,2018
US,Alabama,baldwin,ICU,0.250787,203360,2019
US,Alabama,baldwin,PSYCHIATRIC,0.324548,203360,2018
US,Alabama,barbour,ACUTE,2.82432,26201,2018
US,Alabama,barbour,ICU,0.190832,26201,2019
US,Alabama,bibb,ACUTE,1.550044,22580,2018
US,Alabama,bibb,ICU,0,22580,2019
US,Alabama,blount,ICU,0.693638,57667,2018
US,Alabama,bullock,ACUTE,5.821722,10478,2018
US,Alabama,bullock,ICU,0,10478,2019
US,Alabama,butler,ACUTE,4.670575,20126,2018
US,Alabama,butler,ICU,0.347809,20126,2019
US,Alabama,calhoun,ACUTE,4.778104,115527,2018
US,Alabama,calhoun,ICU,0.207744,115527,2019
US,Alabama,calhoun,OTHER,0.328927,115527,2018
US,Alabama,chambers,ACUTE,3.392831,33895,2018
US,Alabama,chambers,ICU,0,33895,2019
US,Alabama,cherokee,ACUTE,2.320634,25855,2018
US,Alabama,cherokee,ICU,0,25855,2019
US,Alabama,chilton,ACUTE,0.59354,43805,2018
US,Alabama,chilton,ICU,0.136971,43805,2019
US,Alabama,choctaw,ICU,1.895663,13188,2018
US,Alabama,clarke,ACUTE,3.451777,24625,2018
US,Alabama,clarke,ICU,0,24625,2019
US,Alabama,clay,ACUTE,3.356456,13407,2018
US,Alabama,clay,ICU,0.298352,13407,2019
US,Alabama,cleburne,ICU,0,14939,2019
US,Alabama,coffee,ACUTE,2.564956,51073,2018
US,Alabama,coffee,ICU,0.137059,51073,2019
US,Alabama,colbert,ACUTE,6.668504,54435,2018
US,Alabama,colbert,ICU,0.404152,54435,2019
US,Alabama,conecuh,ACUTE,4.585343,12649,2018
US,Alabama,conecuh,ICU,0,12649,2019
US,Alabama,coosa,ICU,0,10955,2019
US,Alabama,covington,ACUTE,5.597164,37519,2016
US,Alabama,covington,ICU,0.346491,37519,2019
US,Alabama,crenshaw,ACUTE,4.687725,13866,2018
US,Alabama,crenshaw,ICU,0,13866,2019
US,Alabama,crenshaw,PSYCHIATRIC,2.019328,13866,2018
US,Alabama,cullman,ACUTE,1.774721,81703,2018
US,Alabama,cullman,ICU,0.146873,81703,2019
US,Alabama,cullman,PSYCHIATRIC,0.489578,81703,2018
US,Alabama,dale,ACUTE,1.801875,49393,2018
US,Alabama,dale,ICU,0.121475,49393,2019
US,Alabama,dallas,ACUTE,4.293952,40755,2018
US,Alabama,dallas,ICU,0.441664,40755,2019
US,Alabama,dekalb,ACUTE,1.882181,71194,2018
US,Alabama,dekalb,ICU,0.168554,71194,2019
US,Alabama,elmore,ACUTE,1.703935,80989,2018
US,Alabama,elmore,ICU,0.061737,80989,2019
US,Alabama,escambia,ACUTE,3.774488,37621,2018
US,Alabama,escambia,ICU,0.372133,37621,2019
US,Alabama,etowah,ACUTE,6.079587,103132,2018
US,Alabama,etowah,ICU,0.542993,103132,2019
US,Alabama,etowah,OTHER,0.426638,103132,2018
US,Alabama,etowah,PSYCHIATRIC,0.659349,103132,2018
US,Alabama,fayette,ACUTE,3.662124,16657,2018
US,Alabama,fayette,ICU,0.720418,16657,2019
US,Alabama,franklin,ACUTE,3.173898,31507,2018
US,Alabama,franklin,ICU,0.793474,31507,2018
US,Alabama,geneva,ACUTE,3.123589,26572,2018
US,Alabama,geneva,ICU,0.225802,26572,2019
US,Alabama,greene,ACUTE,2.343842,8533,2018
US,Alabama,greene,ICU,0,8533,2019
US,Alabama,hale,ACUTE,2.600867,14995,2018
US,Alabama,hale,ICU,0,14995,2019
US,Alabama,henry,ICU,0,17110,2019
US,Alabama,houston,ACUTE,6.291543,104108,2018
US,Alabama,houston,ICU,0.633957,104108,2019
US,Alabama,houston,OTHER,0.854881,104108,2018
US,Alabama,houston,PSYCHIATRIC,0.365006,104108,2018
US,Alabama,jackson,ACUTE,3.248863,52326,2018
US,Alabama,jackson,ICU,0.19111,52326,2019
US,Alabama,jefferson,ACUTE,6.672126,659460,2017
US,Alabama,jefferson,ICU,0.714221,659460,2019
US,Alabama,jefferson,OTHER,1.129712,659460,2018
US,Alabama,jefferson,PSYCHIATRIC,0.142541,659460,2018
US,Alabama,lamar,ICU,0,14021,2019
US,Alabama,lauderdale,ACUTE,3.866508,92590,2018
US,Alabama,lauderdale,ICU,0.518415,92590,2019
US,Alabama,lawrence,ACUTE,2.944004,33288,2018
US,Alabama,lawrence,ICU,0.180245,33288,2019
US,Alabama,lee,ACUTE,2.005147,156597,2018
US,Alabama,lee,ICU,0.178803,156597,2019
US,Alabama,limestone,ACUTE,0.774306,91695,2018
US,Alabama,limestone,ICU,0.109057,91695,2019
US,Alabama,limestone,OTHER,0.338077,91695,2018
US,Alabama,lowndes,ICU,0,10362,2019
US,Alabama,macon,ICU,0,19358,2019
US,Alabama,madison,ACUTE,3.080294,353213,2018
US,Alabama,madison,ICU,0.283115,353213,2019
US,Alabama,madison,OTHER,0.198181,353213,2018
US,Alabama,madison,PSYCHIATRIC,0.056623,353213,2018
US,Alabama,marengo,ACUTE,5.014435,19743,2018
US,Alabama,marengo,ICU,0.253254,19743,2019
US,Alabama,marion,ACUTE,3.992282,30058,2018
US,Alabama,marion,ICU,0.133076,30058,2019
US,Alabama,marshall,ACUTE,2.533302,94738,2018
US,Alabama,marshall,ICU,0.211109,94738,2019
US,Alabama,mobile,ACUTE,4.090962,414328,2018
US,Alabama,mobile,ICU,0.378927,414328,2019
US,Alabama,mobile,OTHER,0.419957,414328,2018
US,Alabama,mobile,PSYCHIATRIC,0.144813,414328,2018
US,Alabama,monroe,ACUTE,4.322833,21745,2018
US,Alabama,monroe,ICU,0.367901,21745,2019
US,Alabama,montgomery,ACUTE,4.174005,227120,2018
US,Alabama,montgomery,ICU,0.38746,227120,2019
US,Alabama,montgomery,OTHER,0.594399,227120,2018
US,Alabama,montgomery,PSYCHIATRIC,0.264178,227120,2018
US,Alabama,morgan,ACUTE,3.3737,119157,2018
US,Alabama,morgan,ICU,0.285338,119157,2019
US,Alabama,morgan,PSYCHIATRIC,0.621029,119157,2012
US,Alabama,perry,ICU,0,9680,2019
US,Alabama,pickens,ACUTE,2.776401,20170,2018
US,Alabama,pickens,ICU,0.198314,20170,2019
US,Alabama,pike,ACUTE,2.914051,33287,2018
US,Alabama,pike,ICU,0.270376,33287,2019
US,Alabama,randolph,ACUTE,1.509099,22530,2018
US,Alabama,randolph,ICU,0,22530,2019
US,Alabama,russell,ACUTE,1.19699,58480,2018
US,Alabama,russell,ICU,0.136799,58480,2019
US,Alabama,russell,OTHER,0.820793,58480,2018
US,Alabama,shelby,ACUTE,1.207353,208721,2018
US,Alabama,shelby,ICU,0.153315,208721,2019
US,Alabama,shelby,OTHER,0.464735,208721,2018
US,Alabama,st. clair,ACUTE,0.460103,86937,2018
US,Alabama,st. clair,ICU,0.069015,86937,2019
US,Alabama,sumter,ACUTE,2.522164,13084,2018
US,Alabama,sumter,ICU,0,13084,2019
US,Alabama,talladega,ACUTE,3.52339,80888,2018
US,Alabama,talladega,ICU,0.173079,80888,2019
US,Alabama,tallapoosa,ACUTE,3.116106,40756,2018
US,Alabama,tallapoosa,ICU,0.147218,40756,2019
US,Alabama,tuscaloosa,ACUTE,3.849842,204424,2018
US,Alabama,tuscaloosa,ICU,0.410911,204424,2019
US,Alabama,tuscaloosa,OTHER,0.156537,204424,2018
US,Alabama,tuscaloosa,PSYCHIATRIC,0.557664,204424,2018
US,Alabama,walker,ACUTE,4.112311,64927,2018
US,Alabama,walker,ICU,0.184823,64927,2019
US,Alabama,washington,ICU,1.492894,16746,2018
US,Alabama,wilcox,ACUTE,2.747504,10919,2018
US,Alabama,wilcox,ICU,0,10919,2019
US,Alabama,winston,ACUTE,2.461615,23968,2018
US,Alabama,winston,ICU,0.166889,23968,2019
US,Arkansas,arkansas,ICU,1.362249,18352,2018
US,Arkansas,ashley,ICU,1.588754,20771,2018
US,Arkansas,baxter,ACUTE,6.521792,41093,2018
US,Arkansas,baxter,ICU,0.413696,41093,2019
US,Arkansas,benton,ACUTE,1.330299,251823,2016
US,Arkansas,benton,ICU,0.119131,251823,2019
US,Arkansas,boone,ACUTE,4.675911,37212,2018
US,Arkansas,boone,ICU,0.644953,37212,2019
US,Arkansas,bradley,ICU,3.183555,10994,2018
US,Arkansas,calhoun,ICU,0,5194,2019
US,Arkansas,carroll,ICU,1.691743,27782,2018
US,Arkansas,chicot,ICU,2.271076,11008,2018
US,Arkansas,chicot,OTHER,1.362645,11008,2018
US,Arkansas,clark,ICU,1.111358,22495,2018
US,Arkansas,clay,ICU,1.64582,15190,2018
US,Arkansas,cleburne,ICU,0.985766,25361,2018
US,Arkansas,cleveland,ICU,0,8332,2019
US,Arkansas,columbia,ACUTE,2.917639,23992,2018
US,Arkansas,columbia,ICU,0.250083,23992,2019
US,Arkansas,conway,ICU,1.670325,20954,2018
US,Arkansas,craighead,ACUTE,5.477428,104246,2016
US,Arkansas,craighead,ICU,0.633118,104246,2019
US,Arkansas,craighead,PSYCHIATRIC,0.575562,104246,2018
US,Arkansas,crawford,ACUTE,1.658108,62119,2018
US,Arkansas,crawford,ICU,0.128785,62119,2019
US,Arkansas,crittenden,ACUTE,3.084541,49278,2012
US,Arkansas,crittenden,ICU,0,49278,2019
US,Arkansas,crittenden,PSYCHIATRIC,1.095824,49278,2018
US,Arkansas,cross,ACUTE,1.456537,17164,2018
US,Arkansas,cross,ICU,0,17164,2019
US,Arkansas,dallas,ICU,3.295979,7585,2018
US,Arkansas,desha,ACUTE,2.067141,12094,2018
US,Arkansas,desha,ICU,2.067141,12094,2018
US,Arkansas,drew,ACUTE,2.631579,18620,2018
US,Arkansas,drew,ICU,0.268528,18620,2019
US,Arkansas,faulkner,ACUTE,1.203806,121282,2018
US,Arkansas,faulkner,ICU,0.206131,121282,2019
US,Arkansas,faulkner,OTHER,0.214376,121282,2018
US,Arkansas,franklin,ICU,0,17803,2019
US,Arkansas,fulton,ICU,2.067483,12092,2018
US,Arkansas,garland,ACUTE,5.55136,97994,2018
US,Arkansas,garland,ICU,0.418393,97994,2019
US,Arkansas,garland,OTHER,1.04088,97994,2016
US,Arkansas,grant,ICU,0,18076,2019
US,Arkansas,greene,ACUTE,2.91875,44197,2018
US,Arkansas,greene,ICU,0.181008,44197,2019
US,Arkansas,hempstead,ACUTE,3.565947,22154,2018
US,Arkansas,hempstead,ICU,0.361109,22154,2019
US,Arkansas,hot spring,ACUTE,2.986858,33480,2018
US,Arkansas,hot spring,ICU,0.179211,33480,2019
US,Arkansas,howard,ICU,1.855701,13472,2012
US,Arkansas,independence,ACUTE,5.364315,37097,2018
US,Arkansas,independence,ICU,0.323476,37097,2019
US,Arkansas,izard,ICU,1.848976,13521,2018
US,Arkansas,jackson,ACUTE,7.63096,17429,2018
US,Arkansas,jackson,ICU,0,17429,2019
US,Arkansas,jefferson,ACUTE,6.977428,71373,2018
US,Arkansas,jefferson,ICU,0.476371,71373,2019
US,Arkansas,johnson,ACUTE,3.058689,26155,2018
US,Arkansas,johnson,ICU,0.305869,26155,2019
US,Arkansas,lafayette,ICU,0,7051,2019
US,Arkansas,lawrence,ICU,1.490135,16777,2018
US,Arkansas,lee,ICU,0,9614,2019
US,Arkansas,lincoln,ICU,0,13885,2019
US,Arkansas,little river,ICU,2.00096,12494,2018
US,Arkansas,logan,ICU,1.880561,21802,2018
US,Arkansas,lonoke,ICU,0,71568,2019
US,Arkansas,madison,ICU,0,15907,2019
US,Arkansas,marion,ICU,0,16374,2019
US,Arkansas,miller,ICU,0,43760,2019
US,Arkansas,miller,PSYCHIATRIC,1.416819,43760,2018
US,Arkansas,mississippi,ACUTE,3.859053,43534,2018
US,Arkansas,mississippi,ICU,0.574264,43534,2018
US,Arkansas,monroe,ICU,0,7420,2019
US,Arkansas,montgomery,ICU,0,9059,2019
US,Arkansas,nevada,ICU,0,8528,2019
US,Arkansas,newton,ICU,0,7898,2019
US,Arkansas,ouachita,ACUTE,4.102059,24378,2018
US,Arkansas,ouachita,ICU,0.328165,24378,2019
US,Arkansas,perry,ICU,0,10320,2019
US,Arkansas,phillips,ACUTE,7.941387,19518,2018
US,Arkansas,phillips,ICU,0.307409,19518,2019
US,Arkansas,pike,ACUTE,2.937666,10893,2012
US,Arkansas,pike,ICU,0,10893,2019
US,Arkansas,poinsett,ICU,0,24098,2019
US,Arkansas,polk,ACUTE,3.215911,20212,2018
US,Arkansas,polk,ICU,0.296853,20212,2019
US,Arkansas,pope,ACUTE,2.682573,63372,2018
US,Arkansas,pope,ICU,0.173578,63372,2019
US,Arkansas,prairie,ICU,0,8309,2019
US,Arkansas,pulaski,ACUTE,6.597972,392848,2017
US,Arkansas,pulaski,ICU,0.532012,392848,2019
US,Arkansas,pulaski,OTHER,1.453488,392848,2018
US,Arkansas,pulaski,PSYCHIATRIC,0.407282,392848,2018
US,Arkansas,randolph,ACUTE,2.854859,17514,2018
US,Arkansas,randolph,ICU,0.114194,17514,2019
US,Arkansas,saline,ACUTE,1.436534,116252,2018
US,Arkansas,saline,ICU,0.137632,116252,2019
US,Arkansas,saline,PSYCHIATRIC,0.662354,116252,2018
US,Arkansas,scott,ICU,0,10584,2019
US,Arkansas,searcy,ICU,0,7925,2019
US,Arkansas,sebastian,ACUTE,6.830923,127362,2018
US,Arkansas,sebastian,ICU,0.541763,127362,2019
US,Arkansas,sebastian,OTHER,0.824422,127362,2018
US,Arkansas,sebastian,PSYCHIATRIC,0.588873,127362,2018
US,Arkansas,sevier,ICU,2.034174,17206,2018
US,Arkansas,sharp,ICU,0,17041,2019
US,Arkansas,st. francis,ACUTE,4.421463,26688,2018
US,Arkansas,st. francis,ICU,0.22482,26688,2019
US,Arkansas,stone,ICU,2.009162,12443,2018
US,Arkansas,union,ACUTE,4.147719,40022,2018
US,Arkansas,union,ICU,0.39978,40022,2019
US,Arkansas,van buren,ICU,1.492448,16751,2018
US,Arkansas,washington,ACUTE,2.852251,223683,2016
US,Arkansas,washington,ICU,0.272707,223683,2019
US,Arkansas,washington,OTHER,0.554356,223683,2018
US,Arkansas,washington,PSYCHIATRIC,0.50965,223683,2018
US,Arkansas,white,ACUTE,6.428989,78706,2018
US,Arkansas,white,ICU,0.165172,78706,2019
US,Arkansas,woodruff,ICU,0,6763,2019
US,Arkansas,yell,ACUTE,1.89806,21601,2018
US,Arkansas,yell,ICU,1.620295,21601,2018
US,Arizona,apache,ACUTE,0.279322,71602,2018
US,Arizona,apache,ICU,0.349152,71602,2018
US,Arizona,cochise,ACUTE,3.596383,126516,2017
US,Arizona,cochise,ICU,0.09485,126516,2019
US,Arizona,coconino,ACUTE,2.221597,138639,2018
US,Arizona,coconino,ICU,0.295732,138639,2019
US,Arizona,gila,ACUTE,1.298335,53145,2018
US,Arizona,gila,ICU,0.150532,53145,2019
US,Arizona,graham,ACUTE,1.299735,37700,2018
US,Arizona,graham,ICU,0,37700,2019
US,Arizona,greenlee,ICU,0,9368,2019
US,Arizona,la paz,ACUTE,1.220882,20477,2018
US,Arizona,la paz,ICU,0.146506,20477,2019
US,Arizona,maricopa,ACUTE,1.957887,4155501,2018
US,Arizona,maricopa,ICU,0.241607,4155501,2019
US,Arizona,maricopa,OTHER,0.23872,4155501,2017
US,Arizona,maricopa,PSYCHIATRIC,0.153772,4155501,2018
US,Arizona,mohave,ACUTE,2.550185,204691,2018
US,Arizona,mohave,ICU,0.390833,204691,2019
US,Arizona,mohave,OTHER,0.322437,204691,2018
US,Arizona,navajo,ACUTE,0.824823,107902,2018
US,Arizona,navajo,ICU,0.231692,107902,2018
US,Arizona,navajo,PSYCHIATRIC,0.148283,107902,2018
US,Arizona,pima,ACUTE,2.144438,1007257,2018
US,Arizona,pima,ICU,0.293867,1007257,2019
US,Arizona,pima,OTHER,0.734669,1007257,2018
US,Arizona,pima,PSYCHIATRIC,0.255148,1007257,2018
US,Arizona,pinal,ACUTE,0.614001,405537,2018
US,Arizona,pinal,ICU,0.054249,405537,2019
US,Arizona,santa cruz,ACUTE,1.20799,46358,2018
US,Arizona,santa cruz,ICU,0,46358,2019
US,Arizona,yavapai,ACUTE,1.430045,220972,2018
US,Arizona,yavapai,ICU,0.176493,220972,2019
US,Arizona,yavapai,PSYCHIATRIC,0.072407,220972,2018
US,Arizona,yuma,ACUTE,1.806335,204281,2018
US,Arizona,yuma,ICU,0.205599,204281,2019
US,Arizona,yuma,OTHER,0.200704,204281,2018
US,California,alameda,ACUTE,2.204202,1629615,2017
US,California,alameda,ICU,0.173047,1629615,2019
US,California,alameda,OTHER,0.162001,1629615,2018
US,California,alameda,PSYCHIATRIC,0.116592,1629615,2018
US,California,alpine,ICU,0,1203,2019
US,California,amador,ACUTE,1.393878,37306,2018
US,California,amador,ICU,0.160832,37306,2019
US,California,butte,ACUTE,2.380033,225207,2018
US,California,butte,ICU,0.190935,225207,2019
US,California,butte,OTHER,0.177614,225207,2018
US,California,butte,PSYCHIATRIC,0.071046,225207,2018
US,California,calaveras,ACUTE,1.065317,45057,2018
US,California,calaveras,ICU,0,45057,2019
US,California,colusa,ACUTE,2.234741,21479,2018
US,California,colusa,ICU,0,21479,2019
US,California,contra costa,ACUTE,1.708675,1123678,2017
US,California,contra costa,ICU,0.145059,1123678,2019
US,California,contra costa,PSYCHIATRIC,0.064965,1123678,2018
US,California,del norte,ACUTE,1.785584,27442,2018
US,California,del norte,ICU,0.218643,27442,2019
US,California,el dorado,ACUTE,1.210713,185015,2018
US,California,el dorado,ICU,0.151339,185015,2019
US,California,el dorado,PSYCHIATRIC,0.086479,185015,2018
US,California,fresno,ACUTE,2.094449,971616,2018
US,California,fresno,ICU,0.168791,971616,2019
US,California,fresno,PSYCHIATRIC,1.560287,971616,2018
US,California,glenn,ACUTE,1.682477,27935,2018
US,California,glenn,ICU,0,27935,2019
US,California,humboldt,ACUTE,2.088715,135490,2018
US,California,humboldt,ICU,0.23618,135490,2019
US,California,humboldt,PSYCHIATRIC,0.11809,135490,2018
US,California,imperial,ACUTE,1.489245,179957,2018
US,California,imperial,ICU,0.155593,179957,2019
US,California,inyo,ACUTE,3.40753,18195,2018
US,California,inyo,ICU,0.219841,18195,2019
US,California,kern,ACUTE,1.852644,878744,2018
US,California,kern,ICU,0.16387,878744,2019
US,California,kern,OTHER,0.112661,878744,2018
US,California,kern,PSYCHIATRIC,0.120627,878744,2018
US,California,kings,ACUTE,1.484855,150183,2015
US,California,kings,ICU,0.146488,150183,2019
US,California,lake,ACUTE,0.967314,64095,2018
US,California,lake,ICU,0.124815,64095,2019
US,California,lassen,ACUTE,1.207499,31470,2018
US,California,lassen,ICU,0,31470,2019
US,California,los angeles,ACUTE,2.533812,10105722,2017
US,California,los angeles,ICU,0.210376,10105722,2019
US,California,los angeles,OTHER,0.216016,10105722,2017
US,California,los angeles,PSYCHIATRIC,0.255499,10105722,2017
US,California,madera,ACUTE,0.686351,154440,2018
US,California,madera,ICU,0.06475,154440,2019
US,California,madera,OTHER,2.305102,154440,2018
US,California,marin,ACUTE,1.756041,260814,2018
US,California,marin,ICU,0.253054,260814,2019
US,California,mariposa,ACUTE,1.925473,17658,2018
US,California,mariposa,ICU,0,17658,2019
US,California,mendocino,ACUTE,1.611484,87497,2018
US,California,mendocino,ICU,0.160005,87497,2019
US,California,merced,ACUTE,0.860167,267390,2018
US,California,merced,ICU,0.089757,267390,2019
US,California,merced,PSYCHIATRIC,0.059838,267390,2018
US,California,modoc,ACUTE,12.531884,9017,2018
US,California,modoc,ICU,0,9017,2019
US,California,mono,ACUTE,1.209276,14058,2018
US,California,mono,ICU,0.142268,14058,2019
US,California,monterey,ACUTE,1.830698,433168,2018
US,California,monterey,ICU,0.062331,433168,2019
US,California,napa,ACUTE,2.567285,141005,2018
US,California,napa,ICU,0.226942,141005,2019
US,California,napa,PSYCHIATRIC,10.056381,141005,2018
US,California,nevada,ACUTE,1.780692,98838,2018
US,California,nevada,ICU,0.101176,98838,2019
US,California,orange,ACUTE,2.520743,3155816,2017
US,California,orange,ICU,0.206286,3155816,2019
US,California,orange,OTHER,0.114075,3155816,2018
US,California,orange,PSYCHIATRIC,0.040877,3155816,2018
US,California,placer,ACUTE,1.952078,374985,2018
US,California,placer,ICU,0.186674,374985,2019
US,California,placer,PSYCHIATRIC,0.042668,374985,2018
US,California,plumas,ACUTE,4.646443,18724,2018
US,California,plumas,ICU,0,18724,2019
US,California,riverside,ACUTE,1.597026,2355002,2018
US,California,riverside,ICU,0.149044,2355002,2019
US,California,riverside,OTHER,0.042463,2355002,2018
US,California,riverside,PSYCHIATRIC,0.035669,2355002,2018
US,California,sacramento,ACUTE,2.446837,1495400,2017
US,California,sacramento,ICU,0.264812,1495400,2019
US,California,sacramento,OTHER,0.066872,1495400,2018
US,California,sacramento,PSYCHIATRIC,0.267487,1495400,2018
US,California,san benito,ACUTE,3.084999,58671,2018
US,California,san benito,ICU,0.136354,58671,2019
US,California,san bernardino,ACUTE,1.868264,2121220,2017
US,California,san bernardino,ICU,0.193285,2121220,2019
US,California,san bernardino,OTHER,0.228171,2121220,2018
US,California,san bernardino,PSYCHIATRIC,0.698655,2121220,2018
US,California,san diego,ACUTE,1.908234,3283665,2017
US,California,san diego,ICU,0.173587,3283665,2019
US,California,san diego,OTHER,0.1812,3283665,2018
US,California,san diego,PSYCHIATRIC,0.184245,3283665,2018
US,California,san francisco,ACUTE,4.986908,864263,2017
US,California,san francisco,ICU,0.389928,864263,2019
US,California,san francisco,OTHER,0.069423,864263,2018
US,California,san francisco,PSYCHIATRIC,0.529931,864263,2018
US,California,san joaquin,ACUTE,1.697155,724153,2017
US,California,san joaquin,ICU,0.167092,724153,2019
US,California,san joaquin,PSYCHIATRIC,0.070427,724153,2018
US,California,san luis obispo,ACUTE,1.62788,280119,2018
US,California,san luis obispo,ICU,0.164216,280119,2019
US,California,san luis obispo,PSYCHIATRIC,4.608756,280119,2018
US,California,san mateo,ACUTE,2.332831,763450,2018
US,California,san mateo,ICU,0.171589,763450,2019
US,California,santa barbara,ACUTE,2.180607,442996,2018
US,California,santa barbara,ICU,0.185103,442996,2019
US,California,santa barbara,OTHER,0.16253,442996,2018
US,California,santa barbara,PSYCHIATRIC,0.036118,442996,2018
US,California,santa clara,ACUTE,1.967324,1911226,2018
US,California,santa clara,ICU,0.163769,1911226,2019
US,California,santa clara,OTHER,0.01622,1911226,2018
US,California,santa clara,PSYCHIATRIC,0.020929,1911226,2018
US,California,santa cruz,ACUTE,1.522343,273263,2016
US,California,santa cruz,ICU,0.080509,273263,2019
US,California,santa cruz,PSYCHIATRIC,0.058552,273263,2018
US,California,shasta,ACUTE,4.091237,178919,2018
US,California,shasta,ICU,0.452719,178919,2019
US,California,shasta,PSYCHIATRIC,0.173263,178919,2016
US,California,sierra,ACUTE,13.518198,2885,2018
US,California,sierra,ICU,0,2885,2019
US,California,siskiyou,ACUTE,1.401332,43530,2018
US,California,siskiyou,ICU,0.091891,43530,2019
US,California,solano,ACUTE,1.544895,434981,2018
US,California,solano,ICU,0.211503,434981,2019
US,California,solano,PSYCHIATRIC,0.177019,434981,2018
US,California,sonoma,ACUTE,3.944561,500943,2017
US,California,sonoma,ICU,0.163691,500943,2019
US,California,sonoma,PSYCHIATRIC,0.189642,500943,2018
US,California,stanislaus,ACUTE,2.703086,535684,2017
